Year,State,date,city,manner_of_death
2022,California,2022-06-01,Sand City,shot
2022,Virginia,2022-06-01,Hopewell,shot
2022,Colorado,2022-06-01,Larimer County,shot
2022,North Carolina,2022-05-31,Locust,shot
2022,Florida,2022-05-31,Spring Hill,shot
2022,Kentucky,2022-05-31,London,shot
2022,Ohio,2022-05-30,Cleveland,shot
2022,North Carolina,2022-05-30,Siler City,shot
2022,Ohio,2022-05-30,Marysville,shot
2022,Florida,2022-05-30,Cape Coral,shot
2022,Montana,2022-05-30,Billings,shot
2022,Arizona,2022-05-29,Safford,shot
2022,Tennessee,2022-06-03,Memphis,shot
2022,Florida,2022-06-03,Lakeland,shot
2022,Illinois,2022-06-03,Naperville,shot
2022,Wisconsin,2022-06-08,Oconto,shot
2022,Washington,2022-06-13,Kent,shot
2022,North Carolina,2022-06-12,Caldwell County,shot
2022,Texas,2022-06-12,Austin,shot
2022,Utah,2022-06-11,Springville,shot
2022,Georgia,2022-06-11,Mableton,shot
2022,Tennessee,2022-06-10,Elizabethton,shot
2022,North Carolina,2022-06-09,Harnett County,shot
2022,Alabama,2022-06-09,Gadsden,shot
2022,Iowa,2022-06-08,Davenport,shot
2022,Ohio,2022-06-07,Columbus,shot
2022,Florida,2022-06-03,Okaloosa Island,shot
2022,Florida,2022-06-06,Miami-Dade County,shot
2022,California,2022-06-05,Lancaster,shot
2022,Maine,2022-06-05,Presque Isle,shot
2022,Florida,2022-06-05,St. Augustine,shot
2022,Washington,2022-06-04,Wenatchee,shot
2022,Arkansas,2022-06-04,Jonesboro,shot
2022,Maryland,2022-06-04,Towson,shot
2022,West Virginia,2022-06-03,Birch River,shot
2022,Texas,2022-06-03,San Antonio,shot
2022,North Carolina,2022-05-29,King,shot
2022,Missouri,2022-05-29,Sedalia,shot
2022,Arizona,2022-05-29,Phoenix,shot
2022,Ohio,2022-05-19,Washington County,shot
2022,Kentucky,2022-05-20,Louisville,shot
2022,Wisconsin,2022-05-20,Racine,shot
2022,Ohio,2022-05-20,Miami Township,shot
2022,California,2022-05-19,San Francisco,shot
2022,California,2022-05-19,San Francisco,shot
2022,Arkansas,2022-05-19,Polk County,shot
2022,Georgia,2022-05-19,Mableton,shot
2022,California,2022-05-19,Fresno,shot
2022,Texas,2022-05-19,Seabrook,shot
2022,Pennsylvania,2022-05-19,Malvern,shot
2022,Pennsylvania,2022-05-21,Mount Pleasant Township,shot
2022,Florida,2022-05-18,Orlando,shot
2022,Arizona,2022-05-18,Guadalupe,shot
2022,Louisiana,2022-05-18,Terrytown,shot
2022,Texas,2022-05-18,Houston,shot
2022,Georgia,2022-05-18,Atlanta,shot
2022,Kentucky,2022-05-16,Benton,shot
2022,Indiana,2022-05-16,Palmyra,shot
2022,California,2022-07-14,Ontario,shot
2022,Florida,2022-05-15,Hendry County,shot
2022,South Carolina,2022-05-21,Laurens County,shot
2022,South Carolina,2022-05-21,Aiken County,shot
2022,Illinois,2022-05-28,Rockford,shot
2022,Kansas,2022-05-25,Wichita,shot
2022,Wyoming,2022-05-28,Cheyenne,shot
2022,California,2022-05-27,Pomona,shot
2022,Kansas,2022-05-27,Saline County,shot
2022,Colorado,2022-05-26,Weld County,shot
2022,Texas,2022-05-26,Austin,shot
2022,Texas,2022-05-26,Cooke County,shot
2022,California,2022-05-26,O'Brien,shot
2022,Texas,2022-05-26,Austin,shot
2022,Louisiana,2022-05-25,Winn Parish,shot
2022,Florida,2022-05-25,Jasper,shot
2022,Tennessee,2022-05-21,Stewart County,shot
2022,Oregon,2022-05-25,Myrtle Creek,shot
2022,Texas,2022-05-24,Uvalde,shot
2022,New Jersey,2022-05-24,Jersey City,shot
2022,Oklahoma,2022-05-23,Guymon,shot
2022,Arizona,2022-05-23,Arizona City,shot
2022,Montana,2022-05-23,Billings,shot
2022,California,2022-05-22,Reedley,shot
2022,New Mexico,2022-05-21,Doña Ana County,shot
2022,Texas,2022-05-21,San Antonio,shot
2022,Georgia,2022-06-13,Holly Springs,shot
2022,Georgia,2022-05-25,Canton,shot
2022,Texas,2022-06-13,Duncanville,shot
2022,Kentucky,2022-06-28,Louisville,shot
2022,Georgia,2022-07-05,Toccoa,shot
2022,California,2022-07-05,Los Angeles,shot
2022,Arizona,2022-07-05,Glendale,shot
2022,Texas,2022-07-05,Port Neches,shot
2022,Kentucky,2022-07-04,Martin County,shot
2022,California,2022-07-04,Wilmington,shot
2022,Nevada,2022-07-04,Las Vegas,shot
2022,Georgia,2022-07-03,Warner Robins,shot
2022,South Dakota,2022-07-03,Sioux Falls,shot
2022,New Mexico,2022-07-03,Chaparral,shot
2022,Colorado,2022-07-02,Denver,shot
2022,California,2022-07-02,Sacramento,shot
2022,California,2022-07-02,Huntington Park,shot
2022,California,2022-07-02,Los Angeles,shot
2022,North Carolina,2022-07-01,Fayetteville,shot
2022,Virginia,2022-06-30,Springfield,shot
2022,Colorado,2022-06-29,Pueblo,shot
2022,Texas,2022-06-29,Fort Worth,shot
2022,Texas,2022-06-29,El Paso,shot
2022,Florida,2022-06-29,Safety Harbor,shot
2022,Texas,2022-06-29,Irving,shot
2022,West Virginia,2022-07-06,Bradley,shot
2022,Texas,2022-07-06,Beeville,shot
2022,Michigan,2022-07-06,Detroit,shot
2022,Ohio,2022-07-12,Lebanon,shot
2022,Colorado,2022-07-13,Denver,shot
2022,Illinois,2022-07-13,Hancock County,shot
2022,Texas,2022-06-14,Austin,shot
2022,California,2022-07-13,Salinas,shot
2022,Texas,2022-07-13,Grand Prairie,shot
2022,Texas,2022-07-13,Harris County,shot
2022,Virginia,2022-07-13,Henrico County,shot
2022,Oregon,2022-07-13,Salem,shot
2022,Minnesota,2022-07-13,Minneapolis,shot
2022,Ohio,2022-07-11,Mason,shot
2022,Virginia,2022-07-07,McLean,shot
2022,Illinois,2022-07-10,Flossmoor,shot
2022,Kentucky,2022-07-09,Cave City,shot
2022,New York,2022-07-09,New York,shot
2022,New York,2022-07-09,New York,shot
2022,Colorado,2022-07-09,Colorado Springs,shot
2022,California,2022-07-09,Long Beach,shot
2022,Texas,2022-07-08,Houston,shot
2022,Georgia,2022-07-08,Marietta,shot
2022,California,2022-07-07,Los Angeles,shot
2022,New York,2022-06-29,Saranac Lake,shot
2022,North Dakota,2022-07-08,Fargo,shot
2022,Arizona,2022-06-27,Phoenix,shot
2022,Texas,2022-06-21,Smith County,shot
2022,Alaska,2022-06-20,Fairbanks,shot
2022,Oklahoma,2022-06-20,Ponca City,shot
2022,Virginia,2022-06-19,Coeburn,shot
2022,New Mexico,2022-06-19,Albuquerque,shot
2022,New Hampshire,2022-06-19,Manchester,shot
2022,Oklahoma,2022-06-19,Anadarko,shot
2022,California,2022-06-19,Los Angeles,shot
2022,California,2022-06-19,Vallejo,shot
2022,Texas,2022-06-18,Falfurrias,shot
2022,California,2022-06-18,Fresno,shot
2022,Oregon,2022-06-18,Milwaukie,shot
2022,Michigan,2022-06-16,Monterey Township,shot
2022,West Virginia,2022-06-16,Lewis County,shot
2022,Tennessee,2022-06-16,Cleveland,shot
2022,Arizona,2022-06-15,Prescott,shot
2022,New Mexico,2022-06-15,Farmington,shot
2022,Florida,2022-06-15,Kendale Lakes,shot
2022,Oregon,2022-06-14,Coos Bay,shot
2022,Colorado,2022-06-27,Arvada,shot
2022,Idaho,2022-06-15,Star,shot
2022,Texas,2022-06-14,Guadalupe County,shot
2022,Virginia,2022-06-21,Norfolk,shot
2022,Arizona,2022-06-18,Sanders,shot
2022,California,2022-06-21,Adelanto,shot
2022,Pennsylvania,2022-06-23,Jackson Township,shot
2022,Arkansas,2022-06-26,North Little Rock,shot
2022,Ohio,2022-06-27,Akron,shot
2022,California,2022-06-21,Fontana,shot
2022,North Carolina,2022-06-26,Charlotte,shot
2022,Colorado,2022-06-26,Pueblo,shot
2022,Florida,2022-06-25,Grant-Valkaria,shot
2022,Florida,2022-06-24,Lake Placid,shot
2022,Ohio,2022-06-24,Gurnsey County,shot
2022,Kansas,2022-06-24,Topeka,shot
2022,North Carolina,2022-06-23,Salisbury,shot
2022,Georgia,2022-06-24,Savannah,shot
2022,New Mexico,2022-06-27,Albuquerque,shot
2022,Texas,2022-06-22,Houston,shot
2022,Michigan,2022-06-22,Albion,shot
2022,California,2022-06-22,San Jose,shot
2022,Ohio,2022-06-21,Lima,shot
2022,Georgia,2022-06-22,Thomaston,shot
2022,Maine,2022-06-21,Blue Hill,shot
2021,Tennessee,2021-05-01,Nashville,shot and Tasered
2021,District of Columbia,2021-04-30,Washington,shot
2021,California,2021-04-29,Los Angeles,shot
2021,Missouri,2021-04-29,Lincoln County,shot
2021,Virginia,2021-05-03,Langley,shot
2021,Missouri,2021-04-30,Kansas City,shot
2021,Indiana,2021-05-01,South Haven,shot
2021,Colorado,2021-05-01,Canon City,shot
2021,Wisconsin,2021-05-01,Green Bay,shot
2021,Arizona,2021-05-03,Glendale,shot
2021,Ohio,2021-05-02,Hamilton Township,shot
2021,California,2021-04-27,Los Angeles,shot
2021,Michigan,2021-04-28,Reading Township,shot
2021,Colorado,2021-04-22,Colorado Springs,shot and Tasered
2021,California,2021-04-27,Bakersfield,shot
2021,California,2021-04-24,Los Angeles,shot
2021,Tennessee,2021-04-24,Nashville,shot
2021,Oklahoma,2021-04-24,Webbers Falls,shot
2021,Montana,2021-04-23,Billings,shot
2021,Texas,2021-04-23,Rosenberg,shot
2021,Arizona,2021-04-23,Casa Grande,shot
2021,Massachusetts,2021-04-21,Worcester,shot
2021,North Carolina,2021-04-21,Elizabeth City,shot
2021,California,2021-04-21,Escondido,shot
2021,Texas,2021-05-04,Mesquite,shot
2021,Ohio,2021-04-20,Columbus,shot
2021,Texas,2021-04-20,San Antonio,shot
2021,Colorado,2021-04-20,Lakewood,shot
2021,Texas,2021-04-20,San Antonio,shot
2021,Georgia,2021-05-04,Camden County,shot
2021,Colorado,2021-05-14,Denver,shot
2021,Nevada,2021-05-04,Las Vegas,shot
2021,Nebraska,2021-05-14,Fremont,shot
2021,Arizona,2021-05-17,Peoria,shot
2021,California,2021-05-17,Monterey Park,shot
2021,Alabama,2021-05-18,Montgomery,shot
2021,Colorado,2021-04-19,El Paso County,shot
2021,North Dakota,2021-05-17,Dickinson,shot
2021,Missouri,2021-05-16,Grandview,shot
2021,Nebraska,2021-05-16,Omaha,shot
2021,Maryland,2021-05-16,Baltimore,shot
2021,Alabama,2021-05-16,Birmingham,shot
2021,California,2021-05-14,Campo,shot
2021,Indiana,2021-05-14,Indianapolis,shot
2021,Virginia,2021-05-14,Grottoes,shot
2021,South Dakota,2021-05-14,Rapid Valley,shot
2021,New York,2021-05-14,Rochester,shot
2021,Texas,2021-05-13,Killeen,shot
2021,California,2021-05-06,San Andreas,shot
2021,Texas,2021-05-13,Alvarado,shot
2021,California,2021-05-12,Emeryville,shot
2021,California,2021-05-11,Stockton,shot
2021,Florida,2021-05-11,Boynton Beach,shot
2021,Texas,2021-05-10,Lancaster,shot
2021,Arizona,2021-05-09,Glendale,shot
2021,Massachusetts,2021-05-09,Leicester,shot
2021,South Carolina,2021-05-09,Greenville,shot
2021,Maryland,2021-05-08,Baltimore,shot
2021,California,2021-05-08,Riverside,shot
2021,Oklahoma,2021-05-08,Oklahoma City,shot
2021,Tennessee,2021-05-08,Clarksville,shot
2021,Tennessee,2021-05-07,Rutledge,shot
2021,Wyoming,2021-05-06,Casper,shot
2021,Alabama,2021-04-19,Dothan,shot and Tasered
2021,Florida,2021-04-06,Miami,shot
2021,Michigan,2021-04-19,Detroit,shot
2021,Alabama,2021-04-04,Birmingham,shot
2021,California,2021-04-10,San Fernando,shot
2021,Illinois,2021-04-09,Lena,shot
2021,Colorado,2021-04-09,Hotchkiss,shot
2021,Kentucky,2021-04-09,Georgetown,shot
2021,Ohio,2021-04-09,Bethel Township,shot
2021,California,2021-04-09,Whitewater,shot
2021,Florida,2021-04-08,Tallahassee,shot
2021,California,2021-04-07,Daly City,shot
2021,Pennsylvania,2021-04-07,Philadelphia,shot
2021,California,2021-04-06,Redding,shot
2021,New York,2021-04-06,Oneonta,shot
2021,Oklahoma,2021-04-05,Anadarko,shot and Tasered
2021,New Jersey,2021-04-05,Buena Vista,shot
2021,Hawaii,2021-04-05,Honolulu,shot
2021,New York,2021-04-03,New York,shot
2021,Texas,2021-04-19,Aransas Pass,shot
2021,Oregon,2021-04-03,Corvallis,shot
2021,Arizona,2021-04-03,Phoenix,shot
2021,California,2021-04-03,Moreno Valley,shot
2021,Colorado,2021-04-03,Douglas County,shot
2021,District of Columbia,2021-04-02,Washington,shot
2021,California,2021-04-02,Long Beach,shot
2021,Oregon,2021-04-02,Salem,shot
2021,North Carolina,2021-04-02,Hurdle Mills,shot
2021,California,2021-04-02,Corona,shot
2021,California,2021-04-01,Fremont,shot
2021,Illinois,2021-04-01,Rock Island,shot
2021,California,2021-05-18,Modesto,shot
2021,Illinois,2021-04-01,Brighton,shot
2021,Colorado,2021-04-01,Lakewood,shot
2021,Louisiana,2021-04-10,Metairie,shot
2021,Illinois,2021-04-10,Rockford,shot
2021,Texas,2021-04-10,San Marcos,shot
2021,Utah,2021-04-10,Salt Lake City,shot
2021,Texas,2021-04-19,Dallas,shot
2021,Texas,2021-04-18,Fort Worth,shot
2021,Minnesota,2021-04-18,Burnsville,shot
2021,Florida,2021-04-17,Winter Haven,shot and Tasered
2021,California,2021-04-17,Hayward,shot
2021,Arizona,2021-04-17,Kingman,shot
2021,Colorado,2021-04-17,Fort Lupton,shot
2021,New Mexico,2021-04-16,Ventana Ranch,shot
2021,Oregon,2021-04-16,Portland,shot
2021,Texas,2021-04-16,San Antonio,shot
2021,Texas,2021-04-16,San Antonio,shot
2021,Ohio,2021-04-15,Cleveland,shot
2021,Alabama,2021-04-15,Tuscaloosa,shot
2021,New Mexico,2021-04-15,Roswell,shot
2021,Florida,2021-04-15,North Lauderdale,shot
2021,Texas,2021-04-15,San Antonio,shot
2021,Hawaii,2021-04-14,Honolulu,shot and Tasered
2021,Texas,2021-04-14,Houston,shot and Tasered
2021,Maine,2021-04-14,Mars Hill,shot
2021,California,2021-04-13,San Diego,shot
2021,Pennsylvania,2021-04-13,Saltlick Township,shot
2021,Idaho,2021-04-13,Garden City,shot
2021,Maryland,2021-04-13,Leonardtown,shot
2021,Ohio,2021-04-12,Westerville,shot and Tasered
2021,Georgia,2021-04-12,Decatur,shot
2021,Tennessee,2021-04-12,Knoxville,shot
2021,Georgia,2021-04-12,Bremen,shot
2021,Texas,2021-04-11,Del Rio,shot
2021,Minnesota,2021-04-11,Brooklyn Center,shot
2021,Oregon,2021-05-18,Rogue River,shot
2021,Arkansas,2021-06-16,Harrison,shot
2021,Colorado,2021-05-18,Englewood,shot
2021,Michigan,2021-06-19,Flint,shot
2021,Hawaii,2021-06-18,Hilo,shot
2021,Kentucky,2021-06-17,Covington,shot
2021,Nevada,2021-06-16,Eureka County,shot
2021,New Jersey,2021-06-16,Leonia,shot
2021,Florida,2021-06-16,Alford,shot
2021,North Carolina,2021-06-16,Bessemer City,shot
2021,Virginia,2021-06-16,Amherst County,shot
2021,Georgia,2021-06-16,Holly Springs,shot
2021,Indiana,2021-06-15,Wolcott,shot
2021,California,2021-06-15,Menifee,shot
2021,Tennessee,2021-06-15,Westmoreland,shot
2021,Mississippi,2021-06-15,Jackson,shot
2021,Alabama,2021-06-14,Birmingham,shot
2021,California,2021-06-14,Bakersfield,shot
2021,New Hampshire,2021-06-14,Pittsfield,shot
2021,South Carolina,2021-06-14,Abbeville,shot
2021,California,2021-06-14,Calexico,shot
2021,Colorado,2021-06-13,Denver,shot
2021,Hawaii,2021-06-13,Hilo,shot
2021,Georgia,2021-06-13,Acworth,shot
2021,New York,2021-06-12,Wallkill,shot
2021,Pennsylvania,2021-06-11,Delaware Township,shot
2021,Arizona,2021-06-10,Wilcox,shot
2021,Utah,2021-06-10,Salt Lake City,shot
2021,Texas,2021-06-10,Fulshear,shot
2021,Alabama,2021-06-10,Walker County,shot
2021,Texas,2021-06-09,Forest Hill,shot
2021,California,2021-06-09,Barstow,shot
2021,Georgia,2021-06-09,Atlanta,shot
2021,California,2021-06-18,Encinitas,shot
2021,Kansas,2021-06-19,Wichita,shot
2021,Georgia,2021-06-08,Columbus,shot
2021,Alabama,2021-06-19,Lee County,shot
2021,Kansas,2021-06-25,Kansas City,shot
2021,California,2021-03-31,Barstow,shot
2021,Alaska,2021-06-25,Fairbanks,shot
2021,Tennessee,2021-06-25,McDonald,shot
2021,North Carolina,2021-06-24,Whiteville,shot
2021,California,2021-06-24,Bakersfield,shot
2021,Georgia,2021-06-24,Barrow County,shot
2021,Georgia,2021-06-24,Monroe,shot
2021,North Carolina,2021-06-24,Washington,shot
2021,Michigan,2021-06-24,Iron River,shot
2021,Georgia,2021-06-24,Cumming,shot
2021,Oregon,2021-06-24,Portland,shot
2021,Missouri,2021-06-24,Stockton Lake,shot
2021,Mississippi,2021-06-23,Walnut,shot and Tasered
2021,California,2021-06-23,Norwalk,shot
2021,South Carolina,2021-06-23,Greenville,shot
2021,New Mexico,2021-06-23,Santa Fe,shot
2021,New Mexico,2021-06-23,Santa Fe,shot
2021,Wisconsin,2021-06-22,New Berlin,shot
2021,California,2021-06-22,Fontana,shot
2021,Missouri,2021-06-22,De Soto,shot
2021,Virginia,2021-06-22,Luray,shot
2021,Utah,2021-06-22,Murray,shot
2021,Georgia,2021-06-22,Covington,shot
2021,Michigan,2021-06-21,Heath Township,shot
2021,Arkansas,2021-06-21,Lonoke,shot
2021,Colorado,2021-06-21,Arvada,shot
2021,North Carolina,2021-06-20,Graham County,shot
2021,Kansas,2021-06-20,Kansas City,shot
2021,New Mexico,2021-06-08,Espanola,shot
2021,Missouri,2021-06-07,Garden City,shot
2021,Alabama,2021-05-18,Blount County,shot
2021,Kentucky,2021-05-30,Louisville,shot
2021,Florida,2021-05-28,Jacksonville,shot
2021,Missouri,2021-05-28,Cedar Hill,shot
2021,Tennessee,2021-05-27,Clarkville,shot
2021,Arizona,2021-05-26,San Tan Valley,shot
2021,Missouri,2021-05-26,Columbia,shot
2021,Alaska,2021-05-25,Holy Cross,shot
2021,Kansas,2021-05-25,Lenexa,shot
2021,Illinois,2021-05-24,Villa Park,shot
2021,District of Columbia,2021-05-24,Washington,shot
2021,Arizona,2021-05-24,Nogales,shot
2021,Pennsylvania,2021-05-23,Williams Township,shot and Tasered
2021,Illinois,2021-05-23,Red Bud,shot and Tasered
2021,California,2021-05-23,Kings County,shot
2021,Texas,2021-05-23,College Station,shot
2021,West Virginia,2021-05-23,Parkersburg,shot
2021,Georgia,2021-05-23,Athens,shot
2021,Georgia,2021-05-22,Adel,shot
2021,Michigan,2021-05-22,Beaver Township,shot
2021,North Carolina,2021-05-22,Churchland,shot
2021,Texas,2021-05-21,Houston,shot
2021,Louisiana,2021-05-21,Norwood,shot
2021,Georgia,2021-05-21,Albany,shot
2021,New York,2021-05-20,Manorville,shot
2021,California,2021-05-20,Pittsburg,shot
2021,Virginia,2021-05-20,Washington County,shot
2021,Colorado,2021-05-19,Denver,shot and Tasered
2021,Illinois,2021-05-19,Champaign,shot
2021,Michigan,2021-05-19,Eaton County,shot
2021,Georgia,2021-05-18,Decatur,shot and Tasered
2021,California,2021-05-29,Placentia,shot
2021,Oklahoma,2021-05-30,Antlers,shot
2021,New Jersey,2021-06-07,Bayonne,shot
2021,Colorado,2021-05-30,Denver,shot
2021,Texas,2021-06-07,Round Rock,shot
2021,Missouri,2021-06-07,Jefferson City,shot
2021,Nebraska,2021-06-07,Scottsbluff,shot
2021,Oregon,2021-06-07,Happy Valley,shot
2021,Oklahoma,2021-06-06,Tulsa,shot
2021,Georgia,2021-06-05,Spalding County,shot
2021,Arkansas,2021-06-05,Green Forest,shot
2021,Oklahoma,2021-06-05,Tulsa,shot
2021,Colorado,2021-06-04,Denver,shot
2021,Massachusetts,2021-06-04,Braintree,shot
2021,Tennessee,2021-06-04,Overton County,shot
2021,New York,2021-06-04,Rochester,shot
2021,California,2021-06-04,Whittier,shot
2021,Arizona,2021-06-04,Tucson,shot
2021,Texas,2021-06-03,San Antonio,shot
2021,Minnesota,2021-06-03,Minneapolis,shot
2021,Arkansas,2021-06-02,Hot Springs,shot and Tasered
2021,Oklahoma,2021-06-02,Cartwright,shot
2021,Colorado,2021-06-02,Arvada,shot
2021,Mississippi,2021-06-01,Sumrall,shot
2021,Georgia,2021-06-01,Ray City,shot
2021,Louisiana,2021-06-01,Berwick,shot
2021,Kentucky,2021-06-01,Independence,shot
2021,Louisiana,2021-05-31,Madison Parish,shot
2021,California,2021-05-31,Yucca Valley,shot
2021,Wisconsin,2021-05-31,Milwaukee,shot
2021,Alabama,2021-05-31,Jemison,shot
2021,California,2021-05-31,San Jose,shot
2021,Arizona,2021-05-31,Tucson,shot
2021,Georgia,2021-03-31,DeKalb County,shot and Tasered
2021,Texas,2021-01-27,San Antonio,shot
2021,Illinois,2021-03-31,Chicago,shot
2021,Virginia,2021-02-05,Martinsville,shot
2021,Washington,2021-02-04,Hazel Dell,shot
2021,North Carolina,2021-02-04,High Point,shot
2021,Maryland,2021-02-04,Baltimore,shot
2021,Alabama,2021-02-04,Mobile,shot
2021,Oklahoma,2021-02-04,Oklahoma City,shot
2021,New Mexico,2021-02-04,Las Cruces,shot
2021,New Mexico,2021-02-03,Demming,shot
2021,Tennessee,2021-02-03,Lenoir City,shot
2021,Wisconsin,2021-02-03,Kewaskum,shot
2021,North Carolina,2021-02-02,Franklinton,shot
2021,Mississippi,2021-02-02,Meridian,shot
2021,Illinois,2021-02-02,East Peoria,shot
2021,Texas,2021-02-01,Snyder,shot
2021,Virginia,2021-02-01,Caroline County,shot
2021,Arizona,2021-02-01,Tucson,shot
2021,Indiana,2021-01-31,Carmel,shot
2021,Oklahoma,2021-01-31,Broken Bow,shot
2021,New Mexico,2021-01-31,Albuquerque,shot
2021,California,2021-01-31,Dixon,shot
2021,Arizona,2021-01-30,Paradise Valley,shot
2021,Kentucky,2021-01-30,Shepherdsville,shot
2021,Texas,2021-01-29,Baylor County,shot
2021,California,2021-01-29,La Quinta,shot
2021,California,2021-01-27,Los Angeles,shot
2021,Alabama,2021-01-26,Mobile,shot and Tasered
2021,Texas,2021-01-26,San Antonio,shot
2021,Colorado,2021-01-26,Adams County,shot
2021,California,2021-01-26,Homeland,shot
2021,California,2021-01-26,Vacaville,shot
2021,California,2021-02-04,Alta Sierra,shot and Tasered
2021,Connecticut,2021-02-05,Stratford,shot
2021,Louisiana,2021-01-24,Slidell,shot and Tasered
2021,Florida,2021-02-05,Pine Hills,shot
2021,Texas,2021-02-14,El Paso,shot
2021,Indiana,2021-02-13,Indianapolis,shot
2021,California,2021-02-13,Fontana,shot
2021,Idaho,2021-02-13,Pocatello,shot
2021,Florida,2021-02-12,Coral Gables,shot
2021,Kentucky,2021-02-11,Russellville,shot
2021,Maine,2021-02-11,Waterville,shot
2021,Arkansas,2021-02-11,Hot Spring,shot
2021,Pennsylvania,2021-02-11,Williamsport,shot
2021,Texas,2021-02-11,Houston,shot
2021,Mississippi,2021-02-11,Gulfport,shot
2021,South Carolina,2021-02-11,Clemson,shot
2021,Ohio,2021-02-10,East Cleveland,shot
2021,Texas,2021-02-10,Austin,shot
2021,Pennsylvania,2021-02-09,Pennsburg,shot
2021,Washington,2021-02-09,Seattle,shot
2021,North Carolina,2021-02-08,Gastonia,shot
2021,Mississippi,2021-02-08,Oxford,shot
2021,Idaho,2021-02-08,Idaho Falls,shot
2021,Iowa,2021-02-07,Bettendorf,shot
2021,Texas,2021-02-07,Lacy Lakeview,shot
2021,California,2021-02-07,Redding,shot
2021,Arizona,2021-02-06,Phoenix,shot
2021,Arizona,2021-02-06,Mesa,shot
2021,Utah,2021-02-06,Ogden,shot
2021,Utah,2021-02-06,Kearns,shot
2021,Maryland,2021-02-06,Laytonsville,shot
2021,California,2021-02-06,Long Beach,shot
2021,Ohio,2021-02-05,Trotwood,shot and Tasered
